,word,arabic,hungarian,indonesian,vietnamese,turkish,ico_vietnamese,ico_hungarian,ico_indonesian,ico_arabic,ico_turkish,ico_english,ico_rating_2022,ico_rating_2017,
810,fall,الخريف,ősszel,gugur,ngã,sonbaharda,0.574166493288011,0.602217949858753,0.603729946520588,0.595939023477598,0.593149014161298,0.602368432107991,3.8,1.533333333,
813,v,الزوار,kontra,vs,kiện,V,0.374292151607491,0.37905199657233,0.387083041287895,0.378738847384171,0.440730462347795,0.388696730023584,,,
815,leaving,مغادر,Elmész,meninggalkanmu,rời,Gidiyor,0.649967372893024,0.65999965533967,0.63913373570062,0.65919223216422,0.655162743805891,0.657103075997968,,,
819,remains,البقايا,maradványait,sisa-sisa,sót,kalıntıları,0.580860478548591,0.591547671444065,0.587691201550739,0.584205494886009,0.589113604844595,0.588573432491388,,,
823,standard,معيار,szabványos,standar,tiêu_chuẩn,standart,0.531876772830482,0.531554039920965,0.531002557124917,0.521038206408696,0.532166591039316,0.538159595855442,2.4,,
824,required,مطلوب,köteles,diperlukan,yêu_cầu,gerekmektedir,0.567196991771163,0.595346374158169,0.611291004139084,0.552023591796003,0.609451263803739,0.600977801377706,,,
828,festival,مهرجان,fesztivál,Festival,lễ_hội,festivali,0.434432411403401,0.419040599666193,0.425967367796191,0.429374299168573,0.427907631490285,0.424320433730681,,2.2,
836,executive,تنفيذي,végrehajtó,eksekutif,điều_hành,yönetici,0.425121676616211,0.426823545275918,0.422874256824327,0.433023465446405,0.425667452754203,0.426088555662565,3.6,,
838,t,أفعل,aggódj,khawatir,chẳng,inanamıyorum,0.45601192205506,0.420535031053265,0.418890083452609,0.433901777585298,0.407674294759647,0.430989607441817,,,
839,longer,اطول,régebb,Semakin,lâu,sürdü,0.5805957536887,0.574485851808599,0.582115373487447,0.580113971059653,0.580828322793578,0.576550031598987,,,
840,woman,الإمرأة,nőről,Wanita,phụ_nữ,kadındı,0.585113867206008,0.561849898343422,0.562533315962315,0.53942659694684,0.551325479558834,0.562433543784959,4.4,-1.2,
849,structure,هيكل,szerkezete,struktur,cấu_trúc,yapısı,0.514685075857124,0.539220518465026,0.533458586120306,0.517111712914885,0.532670495475599,0.530568863953782,4.81818181818182,,
854,need,سأحتاج,Szükségünk,membutuhkanmu,giúp_đỡ,ihtiyaçları,0.657503921966091,0.672593603308094,0.679394178925277,0.674932275157946,0.663453778842353,0.648826290064782,4.2,,
855,always,دومًا,állandóan,selalu,luôn,Daima,0.717598550746832,0.709581154944076,0.720786801758539,0.714074746221467,0.718232502232814,0.715721692827495,2.2,,
858,results,النتائج,eredménnyel,hasil,kết_quả,Sonuçları,0.494095466254235,0.540227142283582,0.498402812922886,0.519919776912549,0.523692064120581,0.519918622243723,,,
860,particular,الخصوص,különösebb,tertentu,đặc_biệt,Belirli,0.697456516876772,0.716121911936573,0.710616088681319,0.680062903535035,0.703660931880391,0.709153385089233,3.6,,
861,issues,قضايا,problémáid,isu,vấn_đề,meseleler,0.539489909046056,0.569524588786035,0.525740863062381,0.526391728499618,0.562704145873256,0.537623058795248,,,
862,africa,أفريقيا,Afrikába,afrika,,,afrika,0.240964657350332,0.412096295439947,0.41926490881801,0.412570715947764,0.417234666215361,0.422339185598252,,
863,japanese,اليابانية,japán,Jepang,Nhật,japonca,0.433410543408768,0.436449708391086,0.435408223073985,0.422899952715988,0.43530066318928,0.436347645015697,,,
867,staff,الموظفين,személyzetet,staf,nhân_viên,personele,0.512648802639959,0.512836480528095,0.506718323476036,0.512264717517635,0.509220240401902,0.50767225056027,3.7,0.9,
870,christian,كريستيان,Christian,Kristen,nguyen,Christian,0.438419768709652,0.430258855136278,0.434437308179745,0.427008667724516,0.430934586949555,0.427528340043735,,,
882,fifth,الخامس,ötödik,kelima,5,beşinci,0.407396827245542,0.435977207134552,0.433169802224905,0.433910713479914,0.440439996549824,0.445712920593618,3.4,,
884,older,سنّاً,idősebb,tua,già,Yaşlandıkça,0.453073571280773,0.449961047071846,0.446726040166213,0.455362257565047,0.454425198290264,0.443226893528778,3.45454545454545,,
885,roman,رومان,római,romawi,đế,Romalı,0.408223309574746,0.423979444789787,0.429276669539941,0.420024791125499,0.431234852478359,0.422602285099283,2.7,,
891,library,المكتبة,könyvtárban,perpustakaan,thư_viện,kütüphane,0.431412253648171,0.43894362174609,0.447406866676503,0.430433843088543,0.441794847030615,0.43690094116776,,0.454545455,
893,1965,تنفيذُها,1965-ben,November,Nhật_ký,Watts,0.388190595677924,0.398027324625091,0.38277922055426,0.38889681939838,0.391644778141819,0.400034758080229,,,
896,graduated,تخرجت,diplomázott,lulus,tốt_nghiệp,mezun,0.35554938113644,0.356576734551002,0.350478830440229,0.355872829748433,0.356600249109915,0.351372770678144,,,
900,majority,الأغلبية,többség,mayoritas,đa_số,çoğunluğu,0.502369607137218,0.519207154224256,0.526383145923884,0.533725427321693,0.517324480909859,0.525957427359982,3.6,0.666666667,
908,bay,الخليج,öbölben,teluk,vịnh,körfezde,0.453444444922261,0.438756774381615,0.443989019859977,0.437704017234071,0.432190943998226,0.452960436638489,4.2,,
909,composed,يتكون,komponált,terdiri,bao_gồm,besteledi,0.421814918597161,0.438077272537745,0.426597343651273,0.430369623493542,0.431545525505328,0.437844014649967,,,
912,foreign,أجنبية,külföldi,asing,nước_ngoài,Yabancı,0.480778000258525,0.482762798657976,0.475835135783701,0.463909556999177,0.476559174903783,0.464474227043612,2.8,,
914,lies,الأكاذيب,hazugságok,kebohongan,dối_trá,yalanlar,0.424547508659995,0.429740455032287,0.420415755403956,0.4305964831428,0.422743175139058,0.428205473787558,,,
919,turned,حولت,megfordult,berbalik,tắt,çevirdim,0.620995018598084,0.628724056390736,0.615582884154377,0.616778714821111,0.626258117050693,0.634440366289594,,,
920,founder,مؤسس,alapító,pendiri,sáng_lập,kurucusu,0.411141007605882,0.418343307196648,0.41418700418078,0.390671296684859,0.416148390867191,0.417906915363281,3.2,,
922,runs,يدير,elfut,menjalankan,điều_hành,işletiyor,0.45841904744292,0.466925629611059,0.450444290750902,0.470433955178523,0.458596543512802,0.474309346694831,,,
928,route,طريقا,útvonalat,rute,đường,rota,0.42309701751881,0.435089623507629,0.42921949097232,0.439293569246286,0.431418084005503,0.429024022069931,4,-1.230769231,
932,nature,الطبيعة,természet,alam,tự_nhiên,doğası,0.570926449610132,0.587997990209848,0.558586609151198,0.570194153607725,0.573716351555835,0.568859406464283,,,
939,presented,تقديمها,bemutatta,disajikan,trình_bày,sunuldu,0.529704679598765,0.556595005167652,0.55963709731265,0.547443495870265,0.537308158067698,0.570273626909716,,,
952,failed,فشلت,Kudarcot,gagal,thất_bại,uğrattım,0.524716842646956,0.537121406899318,0.521757487157804,0.494632638561788,0.538118777188484,0.530039257758972,,,
957,room,بالغرفة,szobád,ruangan,phòng,Odana,0.60565645480598,0.581695814082157,0.577952035710609,0.584157530611062,0.580270646635218,0.59835198196975,,0.058823529,
966,multiple,متعددة,többszöri,ganda,đa,çoklu,0.505279751907665,0.551432852029337,0.533004354112988,0.51966882181286,0.531154654654623,0.546812807134212,3.8,,
968,enough,كافيا,Eleget,cukup,đủ,Yeteri,0.62111246918887,0.646240736255376,0.648313627278742,0.648073229436252,0.647562936794952,0.646652126236229,3.54545454545455,,
969,online,الإنترنت,neten,internet,mạng,İnternette,0.478823233983589,0.486574996447754,0.494222517044097,0.484854867200867,0.494642419574419,0.481255008828514,,,
971,administrative,إدارية,adminisztratív,administrasi,hành_chính,idari,0.370394861000226,0.394090615363088,0.398316087251153,0.367503415907705,0.378567668027795,0.385305128542093,,,
975,friend,كصديق,barátodat,temanku,bạn,dostumuz,0.561210070952549,0.54034260125441,0.55233046821337,0.534164245722044,0.535892222055877,0.547840199133636,3.3,0.818181818,
980,offered,عرضت,felajánlotta,menawarkan,đề_nghị,önerdiler,0.540032805103612,0.58266607514252,0.578303556458994,0.527280171119787,0.567648489118803,0.540963996350144,,,
985,whole,برمته,végig,keseluruhan,Toàn_bộ,Hayatım,0.648673645047144,0.649360460160242,0.645978194905186,0.636512432068171,0.650024781277032,0.646674037255769,4.6,-0.769230769,
986,inside,داخلك,belsejében,Masuklah,Vào,İçeriden,0.651308127090483,0.637505139305992,0.645988158247821,0.668384915267684,0.645229206533554,0.652864777305125,3.8,0.9,
991,seasons,مواسم,évszakok,musim,mùa,mevsimler,0.438644037636948,0.414945173525449,0.427138004269147,0.438888252291499,0.423065389836027,0.430662531137243,,,
995,financial,المالي,pénzügyi,keuangan,tài_chính,finansal,0.492439187972595,0.491503374898712,0.497186815770838,0.492175947875352,0.495988675694441,0.492830465205365,2.4,,
997,cultural,الثقافية,kulturális,budaya,văn_hóa,kültürel,0.457618574173953,0.475179214628094,0.458544333063997,0.475726902912407,0.473680928828582,0.45736454012128,3.3,,
998,appears,يَظْهرُ,feltűnik,Tampaknya,Có_vẻ,göründüğü,0.649530015211685,0.630620012120165,0.627884108894508,0.650691204083454,0.628982362744636,0.644566729901987,,,
1003,forms,أشكال,nyomtatványok,bentuk,dạng,formları,0.512941676256172,0.574343563932253,0.548801497663129,0.544558831990765,0.559256366055949,0.539960237979246,,,
1014,responsible,مسؤول,felelősségteljes,bertanggung,trách_nhiệm,sorumluyum,0.548470296565569,0.574232594794725,0.567002533102331,0.507579006154187,0.561899469213228,0.571759613808764,,,
1017,shortly,قصير,röviddel,sesaat,sớm,Kısa,0.513754078135262,0.514983770654976,0.510803290778551,0.50186846494379,0.51486148911885,0.518109610232915,,,
1022,carried,حملت,elragadtattam,terbawa,thi_hành,taşıdım,0.52335476386108,0.566337285261647,0.540406009085647,0.529742060312523,0.554229011721394,0.540205690738047,,,
1034,specific,محددة,konkrét,spesifik,cụ_thể,spesifik,0.531007021802152,0.58694687908261,0.601733921092323,0.504319576794196,0.592498887842403,0.591677189991388,4.2,,
1036,food,والطعام,étellel,makanan,thức_ăn,Yemekler,0.599940895815053,0.602569180087426,0.606333594279638,0.597135057972985,0.604241866085583,0.586779082298408,3,1.071428571,
1037,managed,تدبرت,sikeresen,berhasil,xoay_xở,başardım,0.503610398760014,0.51443795028153,0.50684249915729,0.506096498241834,0.512332403705113,0.514897628626196,,,
1039,moving,سأنتقل,Mozog,bergerak,di_chuyển,taşınıyorum,0.60954222494248,0.61416725570464,0.604697146994119,0.612118013985225,0.612772657209662,0.611213116253316,3.2,,
1047,face,وجها,szemtől,wajah,mặt,Yüzün,0.672846653980624,0.671243551381561,0.68145964229295,0.688549083025843,0.677600859666182,0.675042924206277,3.6,0.272727273,
1048,grew,نشأت,nőttem,tumbuh,lớn,büyüdüm,0.465846374246294,0.477609914350606,0.47646112486809,0.477045264244995,0.479955640482349,0.466770696708167,3.5,,
1049,smith,سميث,Smith,pandai,thợ_rèn,Smith,0.530359129768991,0.526155876605858,0.531132196898168,0.54526546248427,0.522827571645825,0.529048757207189,,,
1053,husband,لزوجك,férjedet,suami,chồng,Kocamla,0.453033421144365,0.457224548524588,0.469634662631559,0.455592185337006,0.46798222209442,0.460539818530212,,0,
1054,deal,إتفاق,Alkut,kesepakatan,thỏa_thuận,Anlaşmamız,0.541556160842385,0.544252194527794,0.543808230573984,0.540246297175598,0.538450356712478,0.532713637580491,3.3,-0.538461538,
1055,material,المواد,alapanyag,materi,vật_liệu,materyal,0.603545077429624,0.597506735127879,0.605079302528675,0.602474193416255,0.607122195647822,0.603978193717167,4.6,,
1063,stone,الحجر,kő,batu,đá,taşa,0.531234212180304,0.537720294741218,0.553351904436501,0.552878441416227,0.53785983059024,0.530989344415638,3.4,1.272727273,
1076,daily,اليومية,napi,harian,hằng,Günlük,0.498498939343614,0.49636375821048,0.493979655050687,0.502105119796636,0.495788357599577,0.496542181094292,3.5,,
1078,decision,قرار,döntésemet,keputusan,quyết_định,kararım,0.531197855542247,0.550146796114847,0.534789007852577,0.481904422357225,0.533949069769431,0.541953188497137,3.54545454545455,,
1083,coming,لقدومك,Jössz,berasal,sắp,Geliyorlar,0.633843316416128,0.639067940248374,0.628249876877882,0.640272119454462,0.626932013011459,0.635180442956747,,,
1085,plans,خطط,terveim,rencana,kế_hoạch,planlarım,0.537190235421323,0.56226865184884,0.558792945003938,0.514794384041173,0.558049492254444,0.540706566053165,,,
1093,might,قَدْ,esetleg,Kurasa,Có_thể,isteyebilirsin,0.645950025711173,0.673891406889298,0.658881572305378,0.585148043564512,0.679719565298158,0.653756285943867,3.63636363636364,,
1095,contemporary,المعاصرة,jelenkori,kontemporer,đương_đại,çağdaş,0.511403399659324,0.515479632631284,0.517526261328591,0.502594238107718,0.505631085414901,0.515005013869687,2.7,,
1098,acquired,مكتسب,bemérve,diperoleh,Mục_tiêu,belirlendi,0.430346161270524,0.451048399966578,0.445575690677475,0.444522113115529,0.450737010971979,0.453734203051872,,,
1099,hard,الشاق,Keményen,Sulit,khó,zordu,0.553165455467186,0.575094653523608,0.590127734080267,0.59382510962311,0.598721762084646,0.595819804742597,,3.692307692,
1102,plant,النبات,növény,tanaman,nhà_máy,bitki,0.452290696003812,0.450123021226253,0.453310928021142,0.453938601387932,0.449511164250273,0.456878203248628,4.7,-0.2,
1111,200,375,200-ra,£,mét,200$,0.443678819944732,0.461152880858181,0.407821696633992,0.728851005913252,0.398337131566124,0.395581671087922,,,
1119,alone,وحدى,négyszemközt,sendirian,một_mình,yapayalnız,0.553477652311422,0.536955803275558,0.546407079406579,0.553316764643647,0.544221683372,0.556649404583937,3.3,1.230769231,
1120,divided,مقسمة,osztva,dibagi,chia,bölünmüş,0.387805784790193,0.440644172343251,0.436788454593694,0.413296907287479,0.451700510125077,0.457201268268202,4,,
1121,initial,الأولي,kezdeti,awal,ban_đầu,baştaki,0.547926554882001,0.571142363698325,0.535393174983134,0.576538674655355,0.564286144727297,0.567350741357171,,,
1129,influence,تأثير,befolyása,pengaruh,ảnh_hưởng,nüfuzu,0.612671027428466,0.627560982486189,0.617055043902054,0.611522968125639,0.608901551745873,0.622179715608064,4,0.416666667,
1132,cost,سيكلفك,Sokba,biaya,giá,pahalıya,0.534279911223194,0.549694277706357,0.553222515148772,0.560059369743787,0.560134662080975,0.556084582088719,3.2,0.538461538,
1133,basis,أساس,alapja,dasar,cơ_sở,temeli,0.527942821833532,0.548888071423689,0.547552620152821,0.541922818227491,0.570668096721736,0.567013981306205,3.6,,
1143,dead,ميّت,holtak,Mati,chết,Öldüğünü,0.656390459824926,0.641165373065302,0.644677254810967,0.65547562479277,0.624071365889134,0.645394146534886,5.3,1.307692308,
1146,channel,القناة,csatornát,saluran,kênh,kanal,0.434278707988703,0.417353969929969,0.416849185504793,0.431592887163298,0.425139491342353,0.427422672115893,2.4,,
1151,1939,1925,1939-ben,disutradarai,THÁNG,yılından,0.392569999540339,0.393518181242518,0.39594055682572,0.514732311270888,0.398855983769565,0.327214945615745,,,
1153,actually,بالواقع,tulajdonképpen,Sebenarnya,Thực_ra,Aslına,0.719812623668804,0.715417711047455,0.719968727746269,0.714511356110785,0.723226532857979,0.722609112945902,3.2,,
1155,hold,تمسك,tarts,menahannya,ôm,tutabilir,0.583821873620871,0.609637443335039,0.60628000025752,0.59560721117061,0.607158030039522,0.603739852799408,4.5,0.846153846,
1160,miles,أميال,mérföldekre,mil,dặm,millerce,0.460792910215317,0.41298597511614,0.457070741984651,0.445418358138817,0.421510300205671,0.449310641412242,,,
1161,response,استجابة,válaszul,respon,phản_ứng,Yanıt,0.581857402525797,0.617851494557189,0.610245857551505,0.621719320491856,0.613407876939734,0.625329997140067,,,
1176,1940,اغتيل,1940-ben,1940-an,/,Vichy,0.336596336477769,0.407147701854598,0.416411023531939,0.408743507177162,0.413245907450308,0.331339089628822,,,
1194,champion,بطل,bajnok,juara,vô_địch,şampiyonu,0.436788532370738,0.445804716800259,0.442869163672205,0.440272804499745,0.437551168605408,0.440873148380258,3.6,,
1195,lord,مولاي,nagyuram,Tuanku,chúa,lordum,0.495619199343824,0.473172164271176,0.481432493872683,0.485714055634666,0.473020733474535,0.471780242535066,3.8,,
1201,ed,أيد,Eddel,Ed,giáo_dục,Crawley,0.393265127099802,0.405973780452927,0.415364260975156,0.404416071956757,0.399105554736815,0.413511430337571,,,
1205,branch,فرع,ág,cabang,chi_nhánh,dalı,0.434708764303935,0.460785645771443,0.437985456007095,0.419287032259686,0.446517960137161,0.447034559522513,4.4,0.571428571,
